Date,Value
"8 Jan, 2024",71
"9 Jan, 2024",76
"10 Jan, 2024",73
"11 Jan, 2024",76
"12 Jan, 2024",71
"13 Jan, 2024",64
"14 Jan, 2024",60
"15 Jan, 2024",52
"16 Jan, 2024",64
"17 Jan, 2024",60
"18 Jan, 2024",63
"19 Jan, 2024",51
"20 Jan, 2024",52
"21 Jan, 2024",56
"22 Jan, 2024",55
"23 Jan, 2024",50
"24 Jan, 2024",48
"25 Jan, 2024",52
"26 Jan, 2024",49
"27 Jan, 2024",55
"28 Jan, 2024",54
"29 Jan, 2024",55
"30 Jan, 2024",61
"31 Jan, 2024",60
"1 Feb, 2024",63
"2 Feb, 2024",63
"3 Feb, 2024",60
"4 Feb, 2024",60
"5 Feb, 2024",60
"6 Feb, 2024",64
"7 Feb, 2024",62
"8 Feb, 2024",66
"9 Feb, 2024",72
"10 Feb, 2024",74
"11 Feb, 2024",71
"12 Feb, 2024",70
"13 Feb, 2024",79
"14 Feb, 2024",74
"15 Feb, 2024",72
"16 Feb, 2024",72
"17 Feb, 2024",76
"18 Feb, 2024",72
"19 Feb, 2024",75
"20 Feb, 2024",72
"21 Feb, 2024",78
"22 Feb, 2024",74
"23 Feb, 2024",76
"24 Feb, 2024",72
"25 Feb, 2024",74
"26 Feb, 2024",72
"27 Feb, 2024",79
"28 Feb, 2024",82
"29 Feb, 2024",80
"1 Mar, 2024",80
"2 Mar, 2024",80
"3 Mar, 2024",83
"4 Mar, 2024",82
"5 Mar, 2024",90
"6 Mar, 2024",75
"7 Mar, 2024",82
"8 Mar, 2024",81
"9 Mar, 2024",84
"10 Mar, 2024",79
"11 Mar, 2024",82
"12 Mar, 2024",81
"13 Mar, 2024",81
"14 Mar, 2024",88
"15 Mar, 2024",83
"16 Mar, 2024",81
"17 Mar, 2024",79
"18 Mar, 2024",77
"19 Mar, 2024",79
"20 Mar, 2024",74
"21 Mar, 2024",78
"22 Mar, 2024",75
"23 Mar, 2024",73
"24 Mar, 2024",74
"25 Mar, 2024",75
"26 Mar, 2024",81
"27 Mar, 2024",83
"28 Mar, 2024",80
"29 Mar, 2024",79
"30 Mar, 2024",75
"31 Mar, 2024",75
"1 Apr, 2024",79
"2 Apr, 2024",79
"3 Apr, 2024",71
"4 Apr, 2024",70
"5 Apr, 2024",79
"6 Apr, 2024",75
"7 Apr, 2024",78
"8 Apr, 2024",76
"9 Apr, 2024",80
"10 Apr, 2024",78
"11 Apr, 2024",76
"12 Apr, 2024",79
"13 Apr, 2024",72
"14 Apr, 2024",72
"15 Apr, 2024",74
"16 Apr, 2024",65
"17 Apr, 2024",67
"18 Apr, 2024",57
"19 Apr, 2024",66
"20 Apr, 2024",66
"21 Apr, 2024",72
"22 Apr, 2024",73
"23 Apr, 2024",71
"24 Apr, 2024",72
"25 Apr, 2024",72
"26 Apr, 2024",70
"27 Apr, 2024",67
"28 Apr, 2024",65
"29 Apr, 2024",67
"30 Apr, 2024",67
"1 May, 2024",54
"2 May, 2024",43
"3 May, 2024",48
"4 May, 2024",67
"5 May, 2024",69
"6 May, 2024",71
"7 May, 2024",68
"8 May, 2024",64
"9 May, 2024",55
"10 May, 2024",66
"11 May, 2024",53
"12 May, 2024",56
"13 May, 2024",57
"14 May, 2024",66
"15 May, 2024",64
"16 May, 2024",70
"17 May, 2024",74
"18 May, 2024",73
"19 May, 2024",72
"20 May, 2024",70
"21 May, 2024",76
"22 May, 2024",76
"23 May, 2024",76
"24 May, 2024",74
"25 May, 2024",76
"26 May, 2024",75
"27 May, 2024",74
"28 May, 2024",72
"29 May, 2024",72
"30 May, 2024",73
"31 May, 2024",73
"1 Jun, 2024",72
"2 Jun, 2024",73
"3 Jun, 2024",73
"4 Jun, 2024",73
"5 Jun, 2024",75
"6 Jun, 2024",78
"7 Jun, 2024",77
"8 Jun, 2024",72
"9 Jun, 2024",75
"10 Jun, 2024",72
"11 Jun, 2024",74
"12 Jun, 2024",72
"13 Jun, 2024",70
"14 Jun, 2024",74
"15 Jun, 2024",74
"16 Jun, 2024",71
"17 Jun, 2024",71
"18 Jun, 2024",74
"19 Jun, 2024",64
"20 Jun, 2024",60
"21 Jun, 2024",63
"22 Jun, 2024",53
"23 Jun, 2024",55
"24 Jun, 2024",51
"25 Jun, 2024",30
"26 Jun, 2024",46
"27 Jun, 2024",40
"28 Jun, 2024",47
"29 Jun, 2024",30
"30 Jun, 2024",47
"1 Jul, 2024",53
"2 Jul, 2024",51
"3 Jul, 2024",50
"4 Jul, 2024",44
"5 Jul, 2024",29
"6 Jul, 2024",26
"7 Jul, 2024",29
"8 Jul, 2024",28
"9 Jul, 2024",27
"10 Jul, 2024",28
"11 Jul, 2024",29
"12 Jul, 2024",25
"13 Jul, 2024",25
"14 Jul, 2024",33
"15 Jul, 2024",52
"16 Jul, 2024",65
"17 Jul, 2024",69
"18 Jul, 2024",61
"19 Jul, 2024",60
"20 Jul, 2024",74
"21 Jul, 2024",74
"22 Jul, 2024",70
"23 Jul, 2024",71
"24 Jul, 2024",69
"25 Jul, 2024",68
"26 Jul, 2024",68
"27 Jul, 2024",72
"28 Jul, 2024",71
"29 Jul, 2024",74
"30 Jul, 2024",67
"31 Jul, 2024",61
"1 Aug, 2024",52
"2 Aug, 2024",57
"3 Aug, 2024",37
"4 Aug, 2024",34
"5 Aug, 2024",26
"6 Aug, 2024",17
"7 Aug, 2024",29
"8 Aug, 2024",20
"9 Aug, 2024",48
"10 Aug, 2024",40
"11 Aug, 2024",39
"12 Aug, 2024",25
"13 Aug, 2024",31
"14 Aug, 2024",30
"15 Aug, 2024",29
"16 Aug, 2024",27
"17 Aug, 2024",25
"18 Aug, 2024",31
"19 Aug, 2024",28
"20 Aug, 2024",30
"21 Aug, 2024",26
"22 Aug, 2024",39
"23 Aug, 2024",34
"24 Aug, 2024",56
"25 Aug, 2024",54
"26 Aug, 2024",55
"27 Aug, 2024",48
"28 Aug, 2024",30
"29 Aug, 2024",29
"30 Aug, 2024",34
"31 Aug, 2024",29
"1 Sep, 2024",26
"2 Sep, 2024",26
"3 Sep, 2024",26
"4 Sep, 2024",27
"5 Sep, 2024",29
"6 Sep, 2024",22
"7 Sep, 2024",23
"8 Sep, 2024",29
"9 Sep, 2024",26
"10 Sep, 2024",33
"11 Sep, 2024",37
"12 Sep, 2024",31
"13 Sep, 2024",32
"14 Sep, 2024",50
"15 Sep, 2024",51
"16 Sep, 2024",39
"17 Sep, 2024",33
"18 Sep, 2024",45
"19 Sep, 2024",49
"20 Sep, 2024",54
"21 Sep, 2024",54
"22 Sep, 2024",52
"23 Sep, 2024",50
"24 Sep, 2024",54
"25 Sep, 2024",59
"26 Sep, 2024",50
"27 Sep, 2024",61
"28 Sep, 2024",64
"29 Sep, 2024",63
"30 Sep, 2024",61
"1 Oct, 2024",50
"2 Oct, 2024",42
"3 Oct, 2024",37
"4 Oct, 2024",41
"5 Oct, 2024",49
"6 Oct, 2024",50
"7 Oct, 2024",50
"8 Oct, 2024",49
"9 Oct, 2024",49
"10 Oct, 2024",39
"11 Oct, 2024",32
"12 Oct, 2024",49
"13 Oct, 2024",50
"14 Oct, 2024",48
"15 Oct, 2024",65
"16 Oct, 2024",73
"17 Oct, 2024",71
"18 Oct, 2024",73
"19 Oct, 2024",72
"20 Oct, 2024",73
"21 Oct, 2024",72
"22 Oct, 2024",70
"23 Oct, 2024",71
"24 Oct, 2024",69
"25 Oct, 2024",72
"27 Oct, 2024",74
"28 Oct, 2024",72
"29 Oct, 2024",72
"30 Oct, 2024",77
"31 Oct, 2024",77
"1 Nov, 2024",75
"2 Nov, 2024",72
"3 Nov, 2024",74
"4 Nov, 2024",70
"5 Nov, 2024",70
"6 Nov, 2024",70
"7 Nov, 2024",77
"8 Nov, 2024",75
"9 Nov, 2024",75
"10 Nov, 2024",78
"11 Nov, 2024",76
"12 Nov, 2024",80
"13 Nov, 2024",84
"14 Nov, 2024",88
"15 Nov, 2024",80
"16 Nov, 2024",86
"17 Nov, 2024",90
"18 Nov, 2024",83
"19 Nov, 2024",90
"20 Nov, 2024",83
"21 Nov, 2024",82
"22 Nov, 2024",94
"23 Nov, 2024",93
"24 Nov, 2024",80
"25 Nov, 2024",82
"26 Nov, 2024",79
"27 Nov, 2024",75
"28 Nov, 2024",77
"29 Nov, 2024",78
"30 Nov, 2024",84
"1 Dec, 2024",81
"2 Dec, 2024",80
"3 Dec, 2024",76
"4 Dec, 2024",78
"5 Dec, 2024",84
"6 Dec, 2024",72
"7 Dec, 2024",75
"8 Dec, 2024",79
"9 Dec, 2024",78
"10 Dec, 2024",78
"11 Dec, 2024",74
"12 Dec, 2024",83
"13 Dec, 2024",76
"14 Dec, 2024",83
"15 Dec, 2024",80
"16 Dec, 2024",83
"17 Dec, 2024",87
"18 Dec, 2024",81
"19 Dec, 2024",75
"20 Dec, 2024",74
"21 Dec, 2024",73
"22 Dec, 2024",73
"23 Dec, 2024",70
"24 Dec, 2024",73
"25 Dec, 2024",73
"26 Dec, 2024",79
"27 Dec, 2024",74
"28 Dec, 2024",72
"29 Dec, 2024",73
"30 Dec, 2024",65
"31 Dec, 2024",64
"1 Jan, 2025",66
"2 Jan, 2025",70
"3 Jan, 2025",74
"4 Jan, 2025",73
"5 Jan, 2025",72
"6 Jan, 2025",76
"7 Jan, 2025",78
"8 Jan, 2025",70
"9 Jan, 2025",69
"10 Jan, 2025",50
"11 Jan, 2025",69
"12 Jan, 2025",62
"13 Jan, 2025",61
"14 Jan, 2025",63
"15 Jan, 2025",70
"16 Jan, 2025",75
"17 Jan, 2025",75
